Event,Event Start Time,Event End Time
50.5,035 20:59:34.217920,035 20:59:34.267928
51,035 20:59:35.218037,035 20:59:35.268063
52,035 20:59:37.218043,035 20:59:37.268057
51,035 20:59:38.218079,035 20:59:38.268161
52,035 20:59:39.218193,035 20:59:39.268186
52.5,035 20:59:40.218165,035 20:59:40.268169
51.5,035 20:59:41.218196,035 20:59:41.268219
51,035 20:59:42.218347,035 20:59:42.268364
50.5,035 20:59:43.218281,035 20:59:43.268288
50,035 20:59:45.218462,035 20:59:45.268448
38.5,035 20:59:46.218416,035 20:59:46.268405
37.5,035 20:59:47.218501,035 20:59:47.268503
35,035 20:59:48.218490,035 20:59:48.268577
45.5,035 20:59:49.218571,035 20:59:49.268522
45,035 20:59:50.218560,035 20:59:50.268566
45.5,035 20:59:52.218736,035 20:59:52.268702
54,035 20:59:53.218711,035 20:59:53.268689
54.5,035 20:59:54.218713,035 20:59:54.268719
54,035 20:59:55.218925,035 20:59:55.268938
54.5,035 20:59:56.218806,035 20:59:56.268798
54,035 20:59:57.218851,035 20:59:57.268851
54.5,035 20:59:58.218944,035 20:59:58.268991
55,035 20:59:59.218936,035 20:59:59.268926
54.5,035 21:00:00.218960,035 21:00:00.268958
55,035 21:00:01.218994,035 21:00:01.269082
55.5,035 21:00:05.219308,035 21:00:05.269227
55,035 21:00:06.219196,035 21:00:06.269191
54.5,035 21:00:08.219366,035 21:00:08.269356
55,035 21:00:09.219302,035 21:00:09.269309
55.5,035 21:00:11.219457,035 21:00:11.269506
55,035 21:00:14.219490,035 21:00:14.269507
45.5,035 21:00:16.219570,035 21:00:16.269579
45,035 21:00:20.219723,035 21:00:20.269733
37,035 21:00:22.219824,035 21:00:22.269809
36.5,035 21:00:24.219895,035 21:00:24.269973
36,035 21:00:25.220035,035 21:00:25.269984
35.5,035 21:00:27.219989,035 21:00:27.269996
35,035 21:00:29.220069,035 21:00:29.270073
36,035 21:00:30.220111,035 21:00:30.270118
35,035 21:00:31.220248,035 21:00:31.270271
34.5,035 21:00:33.220230,035 21:00:33.270232
35,035 21:00:42.219725,035 21:00:42.269715
50.5,035 21:00:44.219878,035 21:00:44.269893
51,035 21:00:45.219839,035 21:00:45.269832
51.5,035 21:00:46.219867,035 21:00:46.269878
50.5,035 21:00:48.219992,035 21:00:48.269964
51,035 21:00:50.220084,035 21:00:50.270139
51.5,035 21:00:53.220161,035 21:00:53.270243
51,035 21:00:54.220268,035 21:00:54.270204
50.5,035 21:00:56.220274,035 21:00:56.270361
51,035 21:01:00.220529,035 21:01:00.270532
51.5,035 21:01:02.220540,035 21:01:02.270525
51,035 21:01:06.220790,035 21:01:06.270776
51.5,035 21:01:07.220716,035 21:01:07.270725
51,035 21:01:08.220786,035 21:01:08.270776
50.5,035 21:01:13.220984,035 21:01:13.270985
51,035 21:01:14.221006,035 21:01:14.271010
51.5,035 21:01:17.221133,035 21:01:17.271133
51,035 21:01:18.221173,035 21:01:18.271250
51.5,035 21:01:21.221287,035 21:01:21.271372
51,035 21:01:22.221426,035 21:01:22.271383
50.5,035 21:01:23.221373,035 21:01:23.271374
51.5,035 21:01:24.221420,035 21:01:24.271432
52,035 21:01:26.221502,035 21:01:26.271498
39,035 21:01:28.221667,035 21:01:28.271676
38,035 21:01:29.221631,035 21:01:29.271633
37,035 21:01:30.221670,035 21:01:30.271675
36.5,035 21:01:32.221744,035 21:01:32.271742
35.5,035 21:01:33.221790,035 21:01:33.271788
35,035 21:01:36.221905,035 21:01:36.271907
35.5,035 21:01:38.221989,035 21:01:38.271990
34.5,035 21:01:39.222032,035 21:01:39.272035
45,035 21:01:40.222137,035 21:01:40.272180
37,035 21:01:41.222113,035 21:01:41.272115
44.5,035 21:01:42.222145,035 21:01:42.272151
36.5,035 21:01:43.222252,035 21:01:43.272301
36,035 21:01:45.222263,035 21:01:45.272272
35.5,035 21:01:46.222304,035 21:01:46.272419
51,035 21:01:48.222390,035 21:01:48.272394
51.5,035 21:01:49.222429,035 21:01:49.272485
51,035 21:01:51.222512,035 21:01:51.272516
50.5,035 21:01:54.222637,035 21:01:54.272638
51,035 21:01:56.222795,035 21:01:56.272829
50.5,035 21:01:58.222795,035 21:01:58.272801
50,035 21:01:59.222905,035 21:01:59.272943
49.5,035 21:02:00.222884,035 21:02:00.272889
50,035 21:02:01.222919,035 21:02:01.272924
50.5,035 21:02:02.223067,035 21:02:02.273070
50,035 21:02:03.222998,035 21:02:03.273004
50.5,035 21:02:11.224355,035 21:02:11.273428
50,035 21:02:13.223407,035 21:02:13.273444
50.5,035 21:02:15.223540,035 21:02:15.273484
51,035 21:02:16.223522,035 21:02:16.273525
50.5,035 21:02:17.223563,035 21:02:17.273652
51,035 21:02:18.223779,035 21:02:18.273643
51.5,035 21:02:23.223811,035 21:02:23.273810
52.5,035 21:02:24.223939,035 21:02:24.273934
52,035 21:02:25.223896,035 21:02:25.273884
52.5,035 21:02:28.224012,035 21:02:28.274008
52,035 21:02:29.224113,035 21:02:29.274049
51.5,035 21:02:30.224174,035 21:02:30.274193
51,035 21:02:33.224299,035 21:02:33.274297
38.5,035 21:02:34.224241,035 21:02:34.274243
37.5,035 21:02:35.224281,035 21:02:35.274286
36.5,035 21:02:36.224414,035 21:02:36.274436
36,035 21:02:37.224366,035 21:02:37.274372
35.5,035 21:02:39.224498,035 21:02:39.274556
35,035 21:02:40.224501,035 21:02:40.274494
35.5,035 21:02:41.224541,035 21:02:41.274536
35,035 21:02:45.224690,035 21:02:45.274750
35.5,035 21:02:46.224825,035 21:02:46.274748
35,035 21:02:48.224826,035 21:02:48.274879
35.5,035 21:03:03.225433,035 21:03:03.275440
35,035 21:03:04.225573,035 21:03:04.275560
35.5,035 21:03:07.226592,035 21:03:07.276607
35,035 21:03:12.226691,035 21:03:12.276681
35.5,035 21:03:13.226715,035 21:03:13.276794
65,035 21:03:15.226789,035 21:03:15.276802
49.5,035 21:03:17.226941,035 21:03:17.276945
35.5,035 21:03:18.226925,035 21:03:18.276923
35,035 21:03:20.227052,035 21:03:20.277099
35.5,035 21:03:22.227074,035 21:03:22.277086
35,035 21:03:27.227362,035 21:03:27.277388
34.5,035 21:03:32.227464,035 21:03:32.277471
35,035 21:03:34.227574,035 21:03:34.277552
35.5,035 21:03:40.227885,035 21:03:40.277908
35,035 21:03:51.228231,035 21:03:51.278232
35.5,035 21:03:52.228271,035 21:03:52.278271
35,035 21:03:55.228385,035 21:03:55.278393
35.5,035 21:03:56.228500,035 21:03:56.278546
36,035 21:03:58.228519,035 21:03:58.278527
35.5,035 21:03:59.228547,035 21:03:59.278651
36,035 21:04:01.228625,035 21:04:01.278641
35.5,035 21:04:02.228661,035 21:04:02.278714
35,035 21:04:04.228802,035 21:04:04.278788
35.5,035 21:04:12.229169,035 21:04:12.279183
36,035 21:04:17.229258,035 21:04:17.279250
35.5,035 21:04:20.229373,035 21:04:20.279375
36,035 21:04:23.229485,035 21:04:23.279485
35.5,035 21:04:24.229527,035 21:04:24.279530
36,035 21:04:25.229569,035 21:04:25.279655
35.5,035 21:04:26.229667,035 21:04:26.279601
36,035 21:04:27.229647,035 21:04:27.279659
35.5,035 21:04:36.229999,035 21:04:36.279989
35,035 21:04:37.230038,035 21:04:37.280032
35.5,035 21:04:40.230158,035 21:04:40.280150
36,035 21:04:43.230280,035 21:04:43.280270
35.5,035 21:04:45.230474,035 21:04:45.280435
35,035 21:04:54.230723,035 21:04:54.280704
36,035 21:04:56.230778,035 21:04:56.280780
35.5,035 21:05:01.231099,035 21:05:01.281081
35,035 21:05:02.231029,035 21:05:02.281035
35.5,035 21:05:06.231180,035 21:05:06.281183
35,035 21:05:07.231216,035 21:05:07.281257
34.5,035 21:05:08.231348,035 21:05:08.281382
34,035 21:05:10.231350,035 21:05:10.281348
42,035 21:05:11.231451,035 21:05:11.281504
42.5,035 21:05:12.231503,035 21:05:12.281442
43.5,035 21:05:16.231590,035 21:05:16.281583
43,035 21:05:18.231714,035 21:05:18.281679
42.5,035 21:05:23.231857,035 21:05:23.281863
42,035 21:05:24.232005,035 21:05:24.282002
42.5,035 21:05:26.231975,035 21:05:26.281986
43,035 21:05:29.232094,035 21:05:29.282099
42.5,035 21:05:30.232187,035 21:05:30.282241
43,035 21:05:31.232277,035 21:05:31.282200
42.5,035 21:05:36.232381,035 21:05:36.282389
43,035 21:05:37.232418,035 21:05:37.282550
43.5,035 21:05:40.232542,035 21:05:40.282549
44,035 21:05:42.232624,035 21:05:42.282630
43.5,035 21:05:44.232810,035 21:05:44.282835
44,035 21:05:45.232749,035 21:05:45.282751
44.5,035 21:05:46.232784,035 21:05:46.282785
44,035 21:05:49.232906,035 21:05:49.282915
43.5,035 21:05:50.232944,035 21:05:50.283059
43,035 21:05:51.233082,035 21:05:51.283058
43.5,035 21:05:53.233076,035 21:05:53.283072
43,035 21:05:54.233165,035 21:05:54.283235
42.5,035 21:05:55.233175,035 21:05:55.283154
43,035 21:05:56.233188,035 21:05:56.283191
43.5,035 21:05:58.233334,035 21:05:58.283273
43,035 21:05:59.233306,035 21:05:59.283319
43.5,035 21:06:01.233449,035 21:06:01.283400
43,035 21:06:02.233435,035 21:06:02.283448
62,035 21:06:04.233594,035 21:06:04.283583
61.5,035 21:06:05.233562,035 21:06:05.283550
62,035 21:06:06.233587,035 21:06:06.283593
54,035 21:06:10.233841,035 21:06:10.283861
53.5,035 21:06:11.233775,035 21:06:11.283783
53,035 21:06:12.233808,035 21:06:12.283817
52.5,035 21:06:15.233933,035 21:06:15.283945
53,035 21:06:17.234102,035 21:06:17.284136
39.5,035 21:06:22.234215,035 21:06:22.284212
69,035 21:06:23.234410,035 21:06:23.284379
69.5,035 21:06:24.234313,035 21:06:24.284291
50,035 21:06:25.234317,035 21:06:25.284325
37.5,035 21:06:26.234356,035 21:06:26.284489
37,035 21:06:27.234494,035 21:06:27.284442
36.5,035 21:06:28.234455,035 21:06:28.284443
36,035 21:06:31.234554,035 21:06:31.284565
37,035 21:06:38.234818,035 21:06:38.284834
70.5,035 21:06:39.234909,035 21:06:39.284989
70,035 21:06:40.234993,035 21:06:40.284974
69.5,035 21:06:41.234941,035 21:06:41.284956
53.5,035 21:06:42.235005,035 21:06:42.284993
54,035 21:06:43.235099,035 21:06:43.285147
53.5,035 21:06:44.235076,035 21:06:44.285069
53,035 21:06:45.235104,035 21:06:45.285108
52.5,035 21:06:46.235240,035 21:06:46.285273
53.5,035 21:06:47.235186,035 21:06:47.285193
53,035 21:06:48.235221,035 21:06:48.285232
54,035 21:06:49.235290,035 21:06:49.285394
53.5,035 21:06:50.235399,035 21:06:50.285319
53,035 21:06:51.235344,035 21:06:51.285354
53.5,035 21:06:52.235394,035 21:06:52.285398
53,035 21:06:53.235493,035 21:06:53.285526
63.5,035 21:06:55.235511,035 21:06:55.285517
54.5,035 21:06:56.235614,035 21:06:56.285659
63,035 21:06:57.235597,035 21:06:57.285600
73,035 21:06:59.235766,035 21:06:59.285795
72,035 21:07:00.235726,035 21:07:00.285727
61,035 21:07:01.235746,035 21:07:01.285753
61.5,035 21:07:02.235813,035 21:07:02.285925
42.5,035 21:07:03.235899,035 21:07:03.285834
43,035 21:07:04.235867,035 21:07:04.285872
42.5,035 21:07:05.235903,035 21:07:05.285913
42,035 21:07:07.235983,035 21:07:07.285988
42.5,035 21:07:09.236152,035 21:07:09.286186
42,035 21:07:14.236266,035 21:07:14.286266
105.5,035 21:07:15.236368,035 21:07:15.286413
105,035 21:07:16.236442,035 21:07:16.286363
62.5,035 21:07:17.236385,035 21:07:17.286383
43,035 21:07:19.236557,035 21:07:19.286544
42.5,035 21:07:20.236513,035 21:07:20.286513
42,035 21:07:21.236616,035 21:07:21.286553
42.5,035 21:07:24.236658,035 21:07:24.286664
42,035 21:07:25.236832,035 21:07:25.286799
42.5,035 21:07:30.236891,035 21:07:30.286901
42,035 21:07:43.237417,035 21:07:43.287416
42.5,035 21:07:44.237453,035 21:07:44.287540
42,035 21:07:46.237546,035 21:07:46.287552
42.5,035 21:07:59.238058,035 21:07:59.288065
42,035 21:08:00.238103,035 21:08:00.288108
42.5,035 21:08:05.238303,035 21:08:05.288314
42,035 21:08:06.238339,035 21:08:06.288346
41.5,035 21:08:10.238508,035 21:08:10.288570
42,035 21:08:11.238631,035 21:08:11.288616
37,035 21:08:16.238733,035 21:08:16.288742
36.5,035 21:08:17.238877,035 21:08:17.288906
37,035 21:08:18.238836,035 21:08:18.288822
36.5,035 21:08:20.238902,035 21:08:20.288973
41.5,035 21:08:22.238983,035 21:08:22.288988
36.5,035 21:08:23.239027,035 21:08:23.289030
54.5,035 21:08:24.239123,035 21:08:24.289209
54,035 21:08:25.239109,035 21:08:25.289105
53.5,035 21:08:26.239137,035 21:08:26.289144
53,035 21:08:27.239249,035 21:08:27.289244
53.5,035 21:08:33.239398,035 21:08:33.289449
52.5,035 21:08:34.239543,035 21:08:34.289456
53.5,035 21:08:35.239475,035 21:08:35.289486
53,035 21:08:38.239597,035 21:08:38.289600
54,035 21:08:41.239705,035 21:08:41.289719
53.5,035 21:08:42.239756,035 21:08:42.289761
54,035 21:08:43.239844,035 21:08:43.289905
54.5,035 21:08:44.239860,035 21:08:44.289841
66.5,035 21:08:47.240024,035 21:08:47.290037
67,035 21:08:48.239998,035 21:08:48.289999
66.5,035 21:08:51.240106,035 21:08:51.290115
66,035 21:08:52.240151,035 21:08:52.290163
66.5,035 21:08:54.240230,035 21:08:54.290240
67,035 21:08:55.240267,035 21:08:55.290273
66.5,035 21:08:56.240320,035 21:08:56.290390
66,035 21:08:57.240464,035 21:08:57.290370
66.5,035 21:08:58.240383,035 21:08:58.290406
67,035 21:08:59.240429,035 21:08:59.290443
66.5,035 21:09:00.240569,035 21:09:00.290536
41,035 21:09:04.240655,035 21:09:04.290647
74,035 21:09:05.240691,035 21:09:05.290693
73.5,035 21:09:06.240823,035 21:09:06.290850
51,035 21:09:07.240774,035 21:09:07.290765
37.5,035 21:09:08.240792,035 21:09:08.290795
37,035 21:09:10.240930,035 21:09:10.290881
36.5,035 21:09:12.240966,035 21:09:12.290998
37,035 21:09:13.241083,035 21:09:13.291064
36.5,035 21:09:14.241022,035 21:09:14.291033
37,035 21:09:16.241277,035 21:09:16.291187
36.5,035 21:09:17.241151,035 21:09:17.291165
37,035 21:09:19.241392,035 21:09:19.291361
36.5,035 21:09:20.241339,035 21:09:20.291267
72.5,035 21:09:21.241292,035 21:09:21.291306
51.5,035 21:09:23.241481,035 21:09:23.291385
36.5,035 21:09:25.241453,035 21:09:25.291463
36,035 21:09:31.241720,035 21:09:31.291715
36.5,035 21:09:32.241821,035 21:09:32.291854
37,035 21:09:33.241790,035 21:09:33.291794
36.5,035 21:09:37.241924,035 21:09:37.291947
37,035 21:09:38.241983,035 21:09:38.292015
52,035 21:09:39.242127,035 21:09:39.292083
52.5,035 21:09:40.242066,035 21:09:40.292061
40,035 21:09:41.242095,035 21:09:41.292105
39,035 21:09:42.242229,035 21:09:42.292249
38.5,035 21:09:43.242176,035 21:09:43.292181
38,035 21:09:44.242210,035 21:09:44.292222
37.5,035 21:09:45.242363,035 21:09:45.292360
37,035 21:09:46.242313,035 21:09:46.292301
37.5,035 21:09:49.242475,035 21:09:49.292435
36.5,035 21:09:50.242460,035 21:09:50.292472
37,035 21:09:52.242602,035 21:09:52.292664
36.5,035 21:09:54.242619,035 21:09:54.292631
37,035 21:09:56.242717,035 21:09:56.292710
36.5,035 21:09:59.242845,035 21:09:59.292843
41,035 21:10:00.242865,035 21:10:00.292872
37,035 21:10:01.242914,035 21:10:01.292999
36.5,035 21:10:02.243037,035 21:10:02.292952
41,035 21:10:05.243162,035 21:10:05.293189
40.5,035 21:10:06.243192,035 21:10:06.293118
40,035 21:10:10.243271,035 21:10:10.293282
40.5,035 21:10:11.243416,035 21:10:11.293440
41,035 21:10:18.243689,035 21:10:18.293755
40.5,035 21:10:20.243662,035 21:10:20.293726
41,035 21:10:24.243916,035 21:10:24.293945
40.5,035 21:10:26.243901,035 21:10:26.293904
41,035 21:10:27.243940,035 21:10:27.293983
40.5,035 21:10:30.244049,035 21:10:30.294058
41,035 21:10:32.244128,035 21:10:32.294136
40.5,035 21:10:35.244238,035 21:10:35.294255
68,035 21:10:38.244412,035 21:10:38.294365
68.5,035 21:10:39.244417,035 21:10:39.294425
68,035 21:10:40.244439,035 21:10:40.294510
67.5,035 21:10:41.244564,035 21:10:41.294527
68,035 21:10:42.244526,035 21:10:42.294529
68.5,035 21:10:43.244645,035 21:10:43.294641
68,035 21:10:45.244655,035 21:10:45.294642
67.5,035 21:10:46.244694,035 21:10:46.294686
68,035 21:10:47.244830,035 21:10:47.294823
67.5,035 21:10:50.244822,035 21:10:50.294891
68.5,035 21:10:51.244973,035 21:10:51.294893
69,035 21:10:53.244963,035 21:10:53.294954
67.5,035 21:10:54.245058,035 21:10:54.295077
69,035 21:10:55.245049,035 21:10:55.295043
68.5,035 21:10:56.245058,035 21:10:56.295069
40.5,035 21:10:58.245141,035 21:10:58.295149
40,035 21:10:59.245194,035 21:10:59.295206
39,035 21:11:00.245333,035 21:11:00.295366
40.5,035 21:11:01.245289,035 21:11:01.295275
40,035 21:11:02.245313,035 21:11:02.295331
41,035 21:11:03.245366,035 21:11:03.295432
40.5,035 21:11:04.245473,035 21:11:04.295419
40,035 21:11:06.245481,035 21:11:06.295478
40.5,035 21:11:07.245574,035 21:11:07.295623
40,035 21:11:11.245677,035 21:11:11.295677
40.5,035 21:11:12.245755,035 21:11:12.295713
37.5,035 21:11:16.245878,035 21:11:16.295900
37,035 21:11:17.246015,035 21:11:17.295925
37.5,035 21:11:18.245945,035 21:11:18.295951
38,035 21:11:26.246324,035 21:11:26.296392
37.5,035 21:11:27.246324,035 21:11:27.296322
38,035 21:11:28.246365,035 21:11:28.296353
37.5,035 21:11:29.246396,035 21:11:29.296466
38,035 21:11:41.246873,035 21:11:41.296874
40.5,035 21:11:42.246911,035 21:11:42.296918
40,035 21:11:43.247052,035 21:11:43.297037
40.5,035 21:11:44.246995,035 21:11:44.297002
40,035 21:11:46.247084,035 21:11:46.297192
40.5,035 21:11:47.247176,035 21:11:47.297136
40,035 21:11:48.247156,035 21:11:48.297162
40.5,035 21:11:49.247205,035 21:11:49.297257
70,035 21:11:51.247280,035 21:11:51.297286
42.5,035 21:11:52.247319,035 21:11:52.297327
69.5,035 21:11:53.247465,035 21:11:53.297483
69,035 21:11:54.247422,035 21:11:54.297408
69.5,035 21:11:56.247588,035 21:11:56.297590
70,035 21:11:57.247529,035 21:11:57.297533
70.5,035 21:11:58.247600,035 21:11:58.297573
71,035 21:11:59.247697,035 21:11:59.297755
70.5,035 21:12:00.247708,035 21:12:00.297671
70,035 21:12:01.247691,035 21:12:01.297698
70.5,035 21:12:03.247881,035 21:12:03.297887
72,035 21:12:04.247827,035 21:12:04.297819
71,035 21:12:05.247855,035 21:12:05.297857
70.5,035 21:12:06.248027,035 21:12:06.297996
71,035 21:12:07.247949,035 21:12:07.297942
70,035 21:12:09.248175,035 21:12:09.298196
43,035 21:12:10.248084,035 21:12:10.298072
42,035 21:12:11.248104,035 21:12:11.298099
40.5,035 21:12:12.248183,035 21:12:12.298265
71.5,035 21:12:13.248208,035 21:12:13.298182
43.5,035 21:12:14.248231,035 21:12:14.298219
42.5,035 21:12:15.248263,035 21:12:15.298259
41,035 21:12:16.248363,035 21:12:16.298422
40,035 21:12:17.248337,035 21:12:17.298349
40.5,035 21:12:19.248498,035 21:12:19.298525
40,035 21:12:20.248464,035 21:12:20.298470
40.5,035 21:12:25.248638,035 21:12:25.298730
40,035 21:12:26.248787,035 21:12:26.298746
40.5,035 21:12:29.248864,035 21:12:29.298917
40,035 21:12:32.249029,035 21:12:32.299106
40.5,035 21:12:34.249013,035 21:12:34.299001
40,035 21:12:35.249152,035 21:12:35.299165
40.5,035 21:12:37.249111,035 21:12:37.299114
40,035 21:12:38.249152,035 21:12:38.299261
71,035 21:12:48.249535,035 21:12:48.299667
43,035 21:12:49.249619,035 21:12:49.299591
41.5,035 21:12:50.249612,035 21:12:50.299620
70.5,035 21:12:51.249655,035 21:12:51.299708
42.5,035 21:12:53.249734,035 21:12:53.299733
42,035 21:12:54.249789,035 21:12:54.299796
71.5,035 21:12:55.249898,035 21:12:55.299921
43,035 21:12:56.249865,035 21:12:56.299868
42,035 21:12:57.249912,035 21:12:57.299902
41.5,035 21:12:58.250021,035 21:12:58.300054
41,035 21:12:59.249989,035 21:12:59.299987
72,035 21:13:00.250001,035 21:13:00.300015
43,035 21:13:01.250051,035 21:13:01.300188
42,035 21:13:02.250129,035 21:13:02.300106
41.5,035 21:13:03.250137,035 21:13:03.300142
40.5,035 21:13:04.250169,035 21:13:04.300241
40,035 21:13:06.250259,035 21:13:06.300264
40.5,035 21:13:08.250397,035 21:13:08.300447
40,035 21:13:09.250366,035 21:13:09.300378
39.5,035 21:13:11.250545,035 21:13:11.300580
40,035 21:13:12.250494,035 21:13:12.300501
71.5,035 21:13:15.250674,035 21:13:15.300631
43.5,035 21:13:16.250650,035 21:13:16.300651
42.5,035 21:13:17.250688,035 21:13:17.300698
41,035 21:13:18.250788,035 21:13:18.300843
40.5,035 21:13:20.250803,035 21:13:20.300817
40,035 21:13:21.250926,035 21:13:21.300969
39.5,035 21:13:24.251030,035 21:13:24.301090
40,035 21:13:26.251053,035 21:13:26.301063
39.5,035 21:13:37.251588,035 21:13:37.301615
40,035 21:13:38.251548,035 21:13:38.301552
39,035 21:13:40.251706,035 21:13:40.301716
40,035 21:13:41.251720,035 21:13:41.301674
39.5,035 21:13:42.251698,035 21:13:42.301705
40,035 21:13:47.251945,035 21:13:47.302008
39.5,035 21:13:48.251944,035 21:13:48.301946
40,035 21:13:49.251986,035 21:13:49.301992
39.5,035 21:13:51.252073,035 21:13:51.302089
40,035 21:13:52.252112,035 21:13:52.302106
74,035 21:13:55.252217,035 21:13:55.302223
43.5,035 21:13:56.252253,035 21:13:56.302271
72.5,035 21:13:57.252396,035 21:13:57.302374
73,035 21:13:58.252343,035 21:13:58.302346
73.5,035 21:14:02.252513,035 21:14:02.302509
73,035 21:14:03.252617,035 21:14:03.302664
74,035 21:14:09.252785,035 21:14:09.302804
75.5,035 21:14:10.252916,035 21:14:10.302905
74,035 21:14:11.252880,035 21:14:11.302876
73.5,035 21:14:14.253021,035 21:14:14.302996
74,035 21:14:16.253167,035 21:14:16.303203
74.5,035 21:14:17.253128,035 21:14:17.303112
74,035 21:14:18.253155,035 21:14:18.303165
75.5,035 21:14:20.253322,035 21:14:20.303260
74.5,035 21:14:21.253261,035 21:14:21.303271
73,035 21:14:23.253436,035 21:14:23.303455
74,035 21:14:26.253577,035 21:14:26.303542
73,035 21:14:27.253501,035 21:14:27.303504
43.5,035 21:14:28.253629,035 21:14:28.303597
42.5,035 21:14:29.253694,035 21:14:29.303710
41.5,035 21:14:30.253626,035 21:14:30.303617
41,035 21:14:31.253651,035 21:14:31.303657
40.5,035 21:14:32.253689,035 21:14:32.303766
40,035 21:14:34.253764,035 21:14:34.303774
